"","X2102","X2114","X2205","X2419","X2616","X2701","X2702","X2703","X2705","X2706","X2707","X2708","X2709","X2710","X2711","X2712","X2713","X2714","X2715","X2716","X2718","X2719","X2720","X2721","X2723","X2724","X2726","X2727","X2753","X2757","X2758","X2759","X2791","X2793","X2795"
"2102",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2114",1,NA,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,NA
"2205",NA,NA,NA,1,NA,1,1,1,NA,1,NA,1,NA,NA,NA,1,0,NA,NA,NA,0,0,NA,NA,0,0,1,NA,NA,NA,NA,NA,0,NA,0
"2419",0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,0,0
"2616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2701",0,0,0,0,NA,NA,0,0,NA,0,0,0,NA,NA,NA,0,0,0,0,NA,0,0,1,0,0,0,0,0,NA,NA,NA,NA,1,0,NA
"2702",NA,1,1,0,0,0,NA,0,0,0,0,0,0,NA,NA,1,1,0,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
"2703",0,1,1,0,NA,0,0,NA,0,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,NA,1,0,NA,NA,NA,NA,0,NA,NA
"2705",0,0,0,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2706",0,0,0,0,NA,1,1,0,0,NA,0,0,0,0,NA,1,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,0,0,NA
"2707",1,0,0,0,NA,1,0,0,0,0,NA,1,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,1,1,NA
"2708",0,0,0,0,NA,1,0,0,0,0,1,NA,1,0,NA,0,0,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,1,0,NA
"2709",0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2712",0,0,1,0,0,0,1,0,0,NA,NA,NA,0,0,0,NA,1,0,0,0,0,0,0,0,1,0,1,0,0,0,NA,1,1,0,0
