"","X1301","X1302","X1303","X1304","X1305","X1306","X1307","X1308","X1309","X1310","X1311","X1312","X1313","X1314","X1315","X1316","X1317","X1318","X1319","X1320","X1321","X1322","X1323","X1324","X1325","X1326","X1327","X1328","X1329","X1330","X1331","X1332","X1333","X1334","X1335","X1391"
"1301",NA,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
"1302",0,NA,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0
"1303",1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1304",0,0,1,NA,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1
"1305",1,1,0,0,NA,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0
"1306",0,1,0,0,0,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0
"1307",0,1,1,0,0,0,NA,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1308",0,0,0,1,0,1,0,NA,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1
"1309",0,1,0,0,0,1,0,0,NA,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"1310",0,0,0,0,0,1,0,0,1,NA,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1
"1311",0,1,1,0,1,0,0,0,1,0,NA,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0
"1312",1,1,1,0,0,0,0,1,1,1,1,NA,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
"1313",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1314",1,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"1315",1,1,1,0,1,0,1,0,1,0,1,1,0,1,NA,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0
"1316",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1317",0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1318",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"1319",0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,NA,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0
"1320",1,1,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,NA,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,0
"1321",0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,NA,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0
"1322",0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,NA,0,0,0,0,1,0,0,0,0,1,1,1,1,0
"1323",1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,NA,0,1,0,0,0,0,0,1,1,0,0,1,1
"1324",1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,NA,1,0,1,0,0,0,0,0,1,1,1,1
"1325",0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,NA,0,1,0,0,1,1,1,1,1,1,1
"1326",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,1,0,0,0,0
"1327",1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,NA,1,1,1,0,1,1,1,1,0
