"","X4201","X4202","X4203","X4204","X4205","X4206","X4207","X4208","X4209","X4210","X4211","X4212","X4213","X4214","X4215","X4216","X4217","X4218","X4219","X4220","X4221","X4222","X4223","X4224","X4225","X4226","X4227","X4228","X4229","X4230","X4231","X4232","X4233","X4234","X4235"
"4201",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4202",0,NA,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"4203",0,1,NA,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1
"4204",0,1,1,NA,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
"4205",0,1,0,0,NA,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1
"4206",0,1,1,1,1,NA,0,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0
"4207",0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4208",0,1,1,0,0,0,0,NA,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1
"4209",0,1,1,0,1,0,0,1,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"4210",0,0,1,0,0,0,0,1,1,NA,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4211",0,1,1,1,1,0,0,1,1,1,NA,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1
"4212",0,1,0,0,0,0,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1
"4213",0,1,1,1,1,0,0,1,0,1,0,0,NA,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1
"4214",1,1,1,1,1,0,1,1,1,1,0,1,1,NA,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1
"4215",0,1,1,0,0,0,0,1,0,1,0,0,0,0,NA,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1
"4216",0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,NA,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"4217",0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,NA,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1
"4218",0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,NA,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
"4219",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"4220",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
"4221",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,NA,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"4222",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,0,0,1
"4223",0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,NA,1,1,1,1,1,1,1,0,1,0,1,1
"4224",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,NA,0,1,1,0,1,1,0,0,0,0,0
"4225",0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,NA,1,1,1,1,1,0,1,1,0,1
"4226",0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,0,0,1,0,0,0,1,0,1
"4227",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,NA,0,0,0,0,0,0,0,1
"4228",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,NA,1,1,0,0,0,0,1
"4229",0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,0,1
"4230",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,NA,0,0,0,0,1
"4231",1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,0,1
"4232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
"4233",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,NA,0,0
"4234",0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,NA,1
"4235",0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,NA
